"","ID","Name","Nationality","Club_Joining","Contract_Expiry","Rating","Height","Preffered_Foot","Birth_Date","Age","Work_Rate","Weight"
"7352",7352,"Jonathan Bornstein","United States",2015-06-10,2023,68,175,"Left",1984-11-07,32,"Low / High",73
"7353",7353,"Nebojša Pavlovic","Serbia",2009-07-01,2017,68,189,"Right",1981-04-09,35,"Low / Medium",81
"7354",7354,"Kenny Steppe","Belgium",2015-07-01,2018,68,185,"Right",1988-11-14,28,"Medium / Medium",70
"7355",7355,"Maynor Figueroa","Honduras",2016-01-26,2023,68,181,"Left",1983-05-02,33,"Medium / Medium",85
"7356",7356,"Gabriel Torres","Panama",2016-07-02,2018,68,180,"Right",1988-10-31,28,"High / Low",75
"7357",7357,"Michael Bostwick","England",2012-07-01,2018,68,193,"Right",1988-05-17,28,"Medium / Medium",89
"7358",7358,"Mark Reynolds","Scotland",2013-01-31,2018,68,180,"Left",1987-05-07,29,"Low / High",68
"7359",7359,"Kyle Mcfadzean","England",2016-07-12,2019,68,185,"Right",1987-02-28,29,"Medium / High",85
"7360",7360,"Paul Caddis","Scotland",2017-02-25,2017,68,170,"Right",1988-04-19,28,"Medium / Medium",67
"7361",7361,"Paul Mcgowan","Scotland",2014-07-01,2018,68,170,"Right",1987-10-07,29,"Medium / Medium",65
"7362",7362,"Jonathan Vila","Spain",2014-07-20,2017,68,186,"Right",1986-03-06,30,"Low / Medium",78
"7363",7363,"David Button","England",2016-07-19,2019,68,191,"Right",1989-02-27,27,"Medium / Medium",70
"7364",7364,"Ben Amos","England",2015-07-01,2019,68,193,"Right",1990-04-10,26,"Medium / Medium",76
"7365",7365,"Dragan Mrdja","Serbia",2014-07-01,2023,68,187,"Right",1984-01-23,32,"High / Low",79
"7366",7366,"James Meredith","Australia",2012-06-01,2017,68,185,"Left",1988-04-04,28,"High / Medium",74
"7367",7367,"Lionel Ainsworth","England",2012-06-01,2017,68,165,"Right",1987-10-01,29,"Medium / Low",60
"7368",7368,"Nicolas Viola","Italy",2017-02-01,2019,68,180,"Left",1989-10-12,27,"High / High",76
"7369",7369,"Toumani Diagouraga","France",2016-01-25,2018,68,188,"Right",1987-06-09,29,"Medium / Medium",72
"7370",7370,"Natalio","Spain",2016-07-01,2018,68,176,"Left",1984-09-18,32,"Medium / Medium",70
"7371",7371,"Ronnie Schwartz","Denmark",2016-08-24,2018,68,183,"Right",1989-08-29,27,"High / High",78
"7372",7372,"Luigi Bruins","Netherlands",2014-09-18,2017,68,178,"Right",1987-03-09,29,"Medium / Low",73
"7373",7373,"Ritchie Kitoko","Belgium",2016-07-21,2017,68,177,"Right",1988-06-11,28,"Medium / Medium",71
"7374",7374,"David Edgar","Canada",2016-07-11,2018,68,193,"Right",1987-05-19,29,"Medium / High",86
"7375",7375,"Jessy Moulin","France",2005-07-01,2020,68,185,"Right",1986-01-13,30,"Medium / Medium",88
"7376",7376,"Tommy Spurr","England",2016-07-01,2019,68,186,"Left",1987-09-30,29,"Medium / Medium",72
"7377",7377,"Fabian Schönheim","Germany",2013-07-01,2019,68,191,"Left",1987-02-14,29,"Medium / Medium",92
"7378",7378,"Romeu","Portugal",2013-07-24,2017,68,185,"Left",1986-02-17,30,"Medium / Medium",72
"7379",7379,"Álex García","Spain",2016-07-01,2018,68,181,"Left",1984-09-24,32,"Medium / Medium",72
"7380",7380,"Iñigo López","Spain",2015-07-14,2018,68,185,"Right",1982-07-23,34,"Medium / Medium",74
"7381",7381,"Nagore","Spain",2016-01-27,2018,68,182,"Right",1980-12-27,36,"High / Medium",72
"7382",7382,"Jonathan Parr","Norway",2016-01-13,2019,68,182,"Left",1988-10-21,28,"High / High",75
"7383",7383,"Robert Maah","France",2016-08-10,2018,68,180,"Right",1985-03-25,31,"High / Low",72
"7384",7384,"Mohamed Koffi","Burkina Faso",2014-07-01,2023,68,172,"Right",1986-12-30,30,"Medium / High",74
"7385",7385,"Adam Hammill","England",2015-11-09,2018,68,178,"Right",1988-01-25,28,"Medium / Medium",74
"7386",7386,"Eloge Enza-Yamissi","Central African Rep.",2015-09-01,2017,68,175,"Left",1983-01-23,33,"High / Medium",70
"7387",7387,"Nejc Pecnik","Slovenia",2016-02-10,2023,68,189,"Right",1986-01-03,30,"High / Low",87
"7388",7388,"Markus Neumayr","Germany",2016-01-25,2019,68,171,"Right",1986-03-26,30,"Medium / Medium",77
"7389",7389,"Ovidiu Hoban","Romania",2015-12-30,2023,68,182,"Right",1982-12-27,34,"High / High",78
"7390",7390,"Markus Karl","Germany",2016-07-01,2018,68,192,"Right",1986-02-14,30,"Medium / High",88
"7391",7391,"Anthony Stokes","Republic Of Ireland",2016-07-01,2019,68,180,"Right",1988-07-25,28,"Medium / Medium",71
"7392",7392,"Edgar Andrade","Mexico",2014-06-05,2023,68,176,"Right",1988-03-02,28,"Medium / Medium",79
"7393",7393,"Patricio Araujo","Mexico",2015-06-10,2023,68,176,"Right",1988-01-30,28,"Medium / Medium",78
"7394",7394,"Fredrik Nordkvelle","Norway",2013-08-11,2017,68,180,"Right",1985-09-13,31,"High / High",79
"7395",7395,"Fatih Öztürk","Turkey",2015-08-31,2017,68,191,"Right",1986-12-22,30,"Medium / Medium",86
"7396",7396,"Choi Hyo Jin","Korea Republic",2015-01-02,2023,68,172,"Right",1983-08-18,33,"High / High",70
"7397",7397,"Oh Jang Eun","Korea Republic",2017-01-06,2023,68,175,"Right",1985-07-24,31,"Medium / Medium",73
"7398",7398,"Yang Sang Min","Korea Republic",2007-01-01,2023,68,182,"Left",1984-04-24,32,"Medium / High",78
"7399",7399,"Cho Yong Hyung","Korea Republic",2017-01-06,2023,68,182,"Right",1983-11-03,33,"Low / High",72
"7400",7400,"Lukasz Janoszka","Poland",2014-01-01,2019,68,181,"Left",1987-03-18,29,"High / Medium",79
"7401",7401,"Gonzalo Prósperi","Argentina",2012-07-25,2023,68,179,"Right",1985-06-03,31,"Medium / Medium",78
"7402",7402,"Franco Niell","Argentina",2016-01-14,2018,68,162,"Right",1983-05-22,33,"High / Low",56
"7403",7403,"Bobby Boswell","United States",2013-12-12,2023,68,188,"Right",1983-03-15,33,"Low / High",83
"7404",7404,"Sebastian Madera","Poland",2016-07-01,2018,68,190,"Right",1985-05-30,31,"Medium / Medium",80
"7405",7405,"Miloš Dimitrijevic","Serbia",2014-01-17,2017,68,180,"Right",1984-02-16,32,"Medium / Medium",72
"7406",7406,"Chris Rolfe","United States",2014-04-02,2023,68,173,"Right",1983-01-17,33,"Medium / Medium",65
"7407",7407,"Jamie Ward","Northern Ireland",2015-07-02,2019,68,165,"Right",1986-05-12,30,"High / High",59
"7408",7408,"Cícero","Guinea Bissau",2016-01-14,2017,68,189,"Left",1986-05-08,30,"Medium / Low",85
"7409",7409,"Steven Anderson","Scotland",2004-07-01,2018,68,180,"Right",1985-12-19,31,"Medium / High",72
"7410",7410,"Lee Frecklington","Republic Of Ireland",2013-01-01,2018,68,180,"Right",1985-09-08,31,"Medium / Medium",75
"7411",7411,"Sašo Fornezzi","Slovenia",2013-07-01,2017,68,191,"Left",1982-12-11,34,"Medium / Medium",90
"7412",7412,"Darren O'dea","Republic Of Ireland",2016-01-07,2019,68,185,"Left",1987-02-04,29,"Low / Medium",82
"7413",7413,"Michael Mcgovern","Northern Ireland",2016-07-19,2019,68,191,"Right",1984-07-12,32,"Medium / Medium",89
"7414",7414,"Andrew Taylor","England",2014-06-03,2017,68,178,"Left",1986-08-01,30,"Medium / Medium",69
"7415",7415,"Ugur Uçar","Turkey",2014-07-02,2017,68,180,"Right",1987-04-05,29,"Low / High",70
"7416",7416,"Scott Cuthbert","Scotland",2015-07-01,2018,68,188,"Right",1987-06-15,29,"Medium / High",89
"7417",7417,"Michael Jakobsen","Denmark",2016-09-01,2018,68,185,"Left",1986-01-02,30,"Medium / Medium",81
"7418",7418,"Stijn De Smet","Belgium",2013-07-01,2018,68,183,"Right",1985-03-27,31,"Medium / Medium",78
"7419",7419,"Luke Chambers","England",2012-07-01,2017,68,185,"Right",1985-09-28,31,"Medium / High",87
"7420",7420,"Juan Carlos Núñez","Mexico",2011-07-01,2022,68,167,"Right",1983-04-18,33,"Medium / High",65
"7421",7421,"Usero","Spain",2017-01-01,2017,68,178,"Right",1984-03-27,32,"Medium / Medium",78
"7422",7422,"Elliott Ward","England",2016-01-20,2018,68,185,"Right",1985-01-19,31,"Medium / Medium",83
"7423",7423,"Marián Kelemen","Slovakia",2016-07-01,2017,68,188,"Left",1979-12-07,37,"Medium / Medium",84
"7424",7424,"Luis Robles","Mexico",2016-06-10,2017,68,170,"Right",1986-09-22,30,"Low / High",70
"7425",7425,"Sergey Kornilenko","Belarus",2011-08-25,2017,68,186,"Left",1983-06-14,33,"Medium / Low",90
"7426",7426,"Erwin Hoffer","Austria",2015-07-01,2017,68,177,"Right",1987-04-14,29,"High / Medium",72
"7427",7427,"Daniel Fox","Scotland",2014-01-30,2018,68,180,"Left",1986-05-29,30,"Medium / Medium",78
"7428",7428,"Alexis Castro","Argentina",2016-01-27,2017,68,182,"Right",1984-01-23,32,"Medium / Low",73
"7429",7429,"Alejandro Castro","Mexico",2005-01-01,2022,68,177,"Right",1987-03-27,29,"Medium / Medium",76
"7430",7430,"Germán Montoya","Argentina",2016-07-01,2018,68,185,"Left",1983-01-23,33,"Medium / Medium",83
"7431",7431,"Mišo Brecko","Slovenia",2015-07-30,2018,68,178,"Right",1984-05-01,32,"Low / Medium",70
"7432",7432,"Xavier Chen","Chinese Taipei",2016-01-01,2017,68,175,"Right",1983-10-05,33,"High / High",69
"7433",7433,"Alex Brosque","Australia",2014-06-26,2017,68,182,"Left",1983-10-12,33,"Medium / Low",72
"7434",7434,"Mario Sonnleitner","Austria",2010-07-01,2019,68,182,"Right",1986-10-08,30,"Medium / Medium",82
"7435",7435,"Daniele Mannini","Italy",2015-08-27,2022,68,183,"Right",1983-10-25,33,"High / Medium",78
"7436",7436,"Nico Pulzetti","Italy",2016-01-08,2017,68,176,"Right",1984-02-13,32,"Medium / Medium",70
"7437",7437,"Luca Ceccarelli","Italy",2015-08-27,2022,68,185,"Right",1983-03-20,33,"Medium / High",77
"7438",7438,"Matty Fryatt","England",2014-07-01,2017,68,175,"Right",1986-03-05,30,"High / Medium",70
"7439",7439,"Neri Cardozo","Argentina",2009-01-01,2022,68,173,"Right",1986-08-08,30,"Medium / Medium",69
"7440",7440,"Manu","Switzerland",2007-07-01,2017,68,176,"Left",1984-06-22,32,"High / High",70
"7441",7441,"Olivier Werner","Belgium",2015-07-01,2017,68,191,"Right",1985-04-16,31,"Medium / Medium",85
"7442",7442,"Shaun Barker","England",2016-08-27,2017,68,188,"Right",1982-09-19,34,"Medium / Medium",80
"7443",7443,"Jerome Thomas","England",2016-07-18,2017,68,178,"Right",1983-03-23,33,"Medium / Medium",73
"7444",7444,"Martin Cranie","England",2015-07-22,2018,68,183,"Right",1986-09-26,30,"Low / Medium",78
"7445",7445,"Ansotegi","Spain",2016-07-01,2017,68,192,"Right",1982-07-13,34,"Low / Medium",84
"7446",7446,"Casto","Spain",2015-07-02,2017,68,181,"Right",1982-06-18,34,"Medium / Medium",77
"7447",7447,"Martin Ørnskov","Denmark",2016-06-20,2018,68,185,"Right",1985-10-10,31,"Medium / High",82
"7448",7448,"Kim Chi Woo","Korea Republic",2009-01-01,2017,68,175,"Left",1983-11-11,33,"High / Medium",68
"7449",7449,"Kenneth Emil","Denmark",2016-07-01,2019,68,187,"Right",1985-01-15,31,"Low / High",80
"7450",7450,"Danny Olsen","Denmark",2014-01-02,2017,68,186,"Right",1985-06-11,31,"High / Medium",80
"7451",7451,"Jakub Szmatula","Poland",2008-07-01,2017,68,188,"Right",1981-03-22,35,"Medium / Medium",81
"7452",7452,"Denis Tumasyan","Russia",2015-07-08,2017,68,185,"Right",1985-04-24,31,"Medium / Medium",82
"7453",7453,"Simon Pouplin","France",2014-08-07,2018,68,187,"Left",1985-05-28,31,"Medium / Medium",78
"7454",7454,"Felipe Saad","Brazil",2016-06-27,2017,68,187,"Left",1983-09-11,33,"Low / Medium",83
"7455",7455,"Koen Persoons","Belgium",2010-07-01,2018,68,179,"Right",1983-07-12,33,"High / Medium",75
"7456",7456,"Michael Gspurning","Austria",2016-08-03,2018,68,196,"Right",1981-05-02,35,"Medium / Medium",95
"7457",7457,"Ronald Zubar","France",2017-01-30,2022,68,186,"Right",1985-09-20,31,"Medium / Medium",83
"7458",7458,"Michalis Sifakis","Greece",2015-08-23,2017,68,185,"Right",1984-09-09,32,"Medium / Medium",79
"7459",7459,"Carl Valeri","Australia",2014-06-04,2017,68,177,"Right",1984-08-14,32,"Medium / High",71
"7460",7460,"Alex Cordaz","Italy",2015-07-09,2018,68,188,"Right",1983-01-01,34,"Medium / Medium",83
"7461",7461,"Sander Duits","Netherlands",2014-08-28,2017,68,183,"Left",1983-08-29,33,"Medium / High",78
"7462",7462,"Ruben Schaken","Netherlands",2015-07-22,2017,68,172,"Right",1982-04-03,34,"Medium / Medium",74
"7463",7463,"André Danielsen","Norway",2003-01-01,2018,68,173,"Right",1985-01-20,31,"High / High",70
"7464",7464,"Henning Hauger","Norway",2017-01-26,2019,68,179,"Right",1985-07-17,31,"Low / Medium",77
"7465",7465,"Pavel Alikin","Russia",2011-01-01,2021,68,185,"Right",1984-03-06,32,"Low / High",79
"7466",7466,"Dmitriy Andreev","Russia",2011-01-01,2021,68,188,"Right",1980-09-26,36,"Low / High",84
"7467",7467,"Jaime Gavilán","Spain",2017-02-13,2021,68,178,"Left",1985-05-12,31,"High / Medium",75
"7468",7468,"Peña Na","Spain",2016-12-23,2017,68,181,"Left",1983-07-28,33,"Medium / Medium",76
"7469",7469,"Esteban","Spain",2014-06-24,2017,68,177,"Left",1975-06-27,41,"Medium / Medium",70
"7470",7470,"Raúl Cámara","Spain",2013-07-01,2017,68,170,"Right",1984-02-28,32,"High / High",64
"7471",7471,"Carlos Caballero","Spain",2011-07-01,2018,68,174,"Right",1984-10-05,32,"Medium / Medium",69
"7472",7472,"Dealbert Na","Spain",2015-08-03,2017,68,185,"Right",1983-01-01,34,"Medium / Medium",80
"7473",7473,"Serdar Özkan","Turkey",2015-07-20,2018,68,172,"Right",1987-01-01,30,"Medium / Low",68
"7474",7474,"Albert Bunjaku","Kosovo",2017-01-12,2019,68,179,"Right",1983-11-29,33,"Medium / Medium",75
"7475",7475,"David Zibung","Switzerland",2003-07-01,2019,68,187,"Right",1984-01-10,32,"Medium / Medium",87
"7476",7476,"Ferhat Öztorun","Turkey",2014-07-10,2017,68,176,"Left",1987-05-08,29,"Medium / Medium",66
"7477",7477,"Kerim Zengin","Turkey",2015-06-01,2017,68,177,"Right",1985-04-13,31,"Medium / Medium",78
"7478",7478,"Furkan Özçal","Turkey",2016-07-01,2019,68,170,"Left",1990-09-03,26,"Medium / Medium",70
"7479",7479,"Mauricio Romero","Argentina",2016-01-13,2017,68,184,"Right",1983-01-13,33,"Low / High",80
"7480",7480,"Agustín Pelletieri","Argentina",2016-01-04,2021,68,173,"Right",1982-05-17,34,"Low / Medium",72
"7481",7481,"Pablo Lugüercio","Argentina",2014-07-04,2017,68,177,"Right",1982-03-10,34,"High / Medium",79
"7482",7482,"Marcos Gelabert","Argentina",2014-07-28,2021,68,180,"Right",1981-09-19,35,"Medium / Medium",76
"7483",7483,"Germán Herrera","Argentina",2016-01-14,2017,68,173,"Right",1983-07-19,33,"High / High",83
"7484",7484,"Cristian Muñoz","Argentina",2013-01-01,2017,68,177,"Right",1977-07-01,39,"Medium / Medium",73
"7485",7485,"Sebastián Romero","Argentina",2016-07-09,2017,68,173,"Right",1978-04-27,38,"High / Low",75
"7486",7486,"Steven Maclean","Scotland",2012-09-01,2018,68,180,"Right",1982-08-23,34,"High / Low",79
"7487",7487,"David Toledo","Mexico",2014-06-01,2021,68,167,"Right",1982-04-18,34,"Medium / Low",65
"7488",7488,"Hitoshi Sogahata","Japan",1998-01-01,2021,68,187,"Right",1979-08-02,37,"Medium / Medium",80
"7489",7489,"Frank Boeckx","Belgium",2015-08-31,2020,68,180,"Right",1986-09-27,30,"Medium / Medium",74
"7490",7490,"Jos Hooiveld","Netherlands",2017-01-25,2018,68,193,"Left",1983-04-22,33,"Medium / Medium",83
"7491",7491,"Dean Gerken","England",2013-07-12,2017,68,183,"Right",1985-05-22,31,"Medium / Medium",77
"7492",7492,"Miguel Caneo","Argentina",2016-07-14,2021,68,182,"Right",1983-08-17,33,"High / Low",72
"7493",7493,"Kasper Risgård","Denmark",2013-07-19,2018,68,182,"Right",1983-01-04,33,"High / Medium",79
"7494",7494,"Matthew Kilgallon","England",2016-08-01,2017,68,188,"Left",1984-01-08,32,"Low / High",79
"7495",7495,"Chris Baird","Northern Ireland",2015-07-01,2017,68,181,"Right",1982-02-25,34,"Low / Medium",74
"7496",7496,"Arnold Kruiswijk","Netherlands",2014-07-01,2017,68,182,"Left",1984-11-02,32,"Low / High",73
"7497",7497,"Ricardo Clark","United States",2015-12-10,2021,68,178,"Right",1983-02-10,33,"High / High",73
"7498",7498,"Cristian Raimondi","Italy",2010-08-01,2017,68,182,"Right",1981-04-30,35,"High / Medium",78
"7499",7499,"Melli","Spain",2016-07-28,2017,68,184,"Right",1984-06-06,32,"Medium / Medium",78
"7500",7500,"Ufuk Ceylan","Turkey",2014-07-16,2017,68,194,"Left",1986-06-23,30,"Medium / Medium",85
"7501",7501,"Orhan Sam","Turkey",2016-07-12,2018,67,181,"Right",1986-06-01,30,"Medium / High",74
"7502",7502,"Xavier Margairaz","Switzerland",2016-05-10,2020,68,185,"Left",1984-01-07,32,"Medium / Medium",79
"7503",7503,"David Martin","England",2010-05-01,2017,68,188,"Right",1986-01-22,30,"Medium / Medium",86
"7504",7504,"Christofer Heimeroth","Germany",2006-07-01,2017,68,194,"Right",1981-08-01,35,"Medium / Medium",91
"7505",7505,"Liam Feeney","England",2016-07-01,2018,68,183,"Right",1986-04-28,30,"High / Medium",76
"7506",7506,"Dani Güiza","Spain",2015-07-31,2017,68,180,"Right",1980-08-17,36,"Medium / Low",80
"7507",7507,"Dorado","Spain",2015-07-06,2017,68,180,"Left",1982-07-10,34,"Medium / Medium",70
"7508",7508,"Yakubu","Nigeria",2017-02-13,2017,68,183,"Right",1982-11-22,34,"Low / Low",83
"7509",7509,"Mickaël Tacalfred","France",2016-07-11,2017,68,175,"Right",1981-04-23,35,"Low / High",69
"7510",7510,"Pawel Brozek","Poland",2013-07-30,2017,68,180,"Right",1983-04-21,33,"Medium / Low",79
"7511",7511,"Daniel Braaten","Norway",2016-02-28,2017,68,184,"Right",1982-05-25,34,"High / Medium",88
"7512",7512,"Stephen Warnock","England",2016-07-01,2017,68,178,"Left",1981-12-12,35,"Medium / Medium",75
"7513",7513,"Matt Taylor","England",2016-08-01,2017,68,178,"Left",1981-11-27,35,"Medium / Medium",73
"7514",7514,"Mark Hudson","England",2014-09-01,2019,68,185,"Right",1982-03-30,34,"Medium / High",77
"7515",7515,"Sigamary Diarra","Mali",2014-08-22,2018,68,176,"Left",1984-01-10,32,"High / Medium",74
"7516",7516,"Bjørn Helge Riise","Norway",2015-07-22,2018,68,175,"Right",1983-06-21,33,"High / High",72
"7517",7517,"Eldin Jakupovic","Switzerland",2012-07-09,2018,70,191,"Right",1984-10-02,32,"Medium / Medium",83
"7518",7518,"Kenny Miller","Scotland",2014-06-04,2017,68,178,"Right",1979-12-23,37,"High / Medium",71
"7519",7519,"Morten Morisbak Skjønsberg","Norway",2014-07-16,2018,68,183,"Right",1983-02-12,33,"Medium / High",81
"7520",7520,"Mauro Cetto","Argentina",2016-01-13,2017,68,183,"Right",1982-04-14,34,"Medium / High",81
"7521",7521,"Kris Boyd","Scotland",2015-07-01,2017,68,185,"Right",1983-08-18,33,"Medium / Low",83
"7522",7522,"Raphael Schäfer","Germany",2008-07-01,2017,68,190,"Left",1979-01-30,37,"Medium / Medium",94
"7523",7523,"Gaël Danic","France",2015-02-02,2017,68,176,"Left",1981-11-19,35,"Medium / Medium",65
"7524",7524,"Emanuel Pogatetz","Austria",2016-01-05,2017,68,191,"Left",1983-01-16,33,"Medium / Medium",90
"7525",7525,"Patrick Mtiliga","Denmark",2011-08-01,2017,68,172,"Left",1981-01-28,35,"Medium / Medium",73
"7526",7526,"Marco Marchionni","Italy",2015-09-01,2017,68,172,"Right",1980-07-22,36,"Low / Low",74
"7527",7527,"Nélson","Portugal",2015-08-03,2017,68,171,"Right",1983-06-10,33,"High / Medium",68
"7528",7528,"Massimo Donati","Italy",2016-07-18,2019,68,189,"Right",1981-03-26,35,"Low / High",79
"7529",7529,"Artem Gromov","Ukraine",2017-03-16,2020,67,178,"Right",1990-01-14,26,"Medium / Medium",72
"7530",7530,"Adalberto Goiri","Paraguay",2017-01-03,2020,67,183,"Right",1987-12-07,29,"Medium / High",78
"7531",7531,"Jaroslav Mihálik","Slovakia",2016-01-29,2019,67,180,"Right",1994-07-27,22,"Medium / Medium",77
"7532",7532,"Bernardo Cuesta","Argentina",2017-01-04,2017,67,173,"Right",1988-12-20,28,"High / Medium",76
"7533",7533,"Andersson Ordóñez","Ecuador",2017-01-01,2020,67,186,"Left",1994-01-29,22,"Medium / Medium",79
"7534",7534,"Justin Kluivert","Netherlands",2016-07-01,2019,67,175,"Right",1999-05-05,17,"Medium / Medium",67
"7535",7535,"Rui Pedro","Portugal",2016-07-01,2021,67,182,"Right",1998-03-20,18,"Medium / Medium",75
"7536",7536,"Szilveszter Hangya","Hungary",2015-07-01,2018,67,176,"Left",1994-01-02,22,"Medium / Medium",75
"7537",7537,"Xeka","Portugal",2013-07-01,2020,67,186,"Right",1994-11-10,22,"Medium / Medium",79
"7538",7538,"Clément Michelin","France",2016-09-17,2019,67,178,"Right",1997-05-11,19,"Medium / Medium",63
"7539",7539,"Eirick Cabaco","Uruguay",2016-08-31,2017,67,186,"Right",1995-04-19,21,"High / Medium",75
"7540",7540,"Samuel Eduok","Nigeria",2016-08-28,2017,67,177,"Left",1994-01-31,22,"High / Medium",82
"7541",7541,"Nicolás Ibáñez","Argentina",2015-08-29,2020,67,179,"Right",1992-08-01,24,"Medium / Medium",68
"7542",7542,"Venanzio Meirás","Brazil",2016-02-01,2020,67,184,"Left",1988-02-29,28,"Medium / Low",77
"7543",7543,"Claudio Silbeiro","Brazil",2016-02-01,2020,67,182,"Left",1984-02-29,32,"Medium / Medium",75
"7544",7544,"Alex Doneiro","Brazil",2016-02-01,2020,67,175,"Left",1988-02-29,28,"Medium / Low",71
"7545",7545,"Frederico Rendel","Brazil",2016-02-01,2020,67,181,"Right",1988-02-29,28,"High / Medium",71
"7546",7546,"Fran Beltrán","Spain",2016-07-01,2019,67,170,"Right",1999-02-03,17,"Medium / Medium",64
"7547",7547,"Marwane Saadane","Morocco",2016-06-28,2019,67,187,"Right",1992-01-17,24,"Low / Medium",75
"7548",7548,"Razvan Marin","Romania",2017-01-20,2021,67,175,"Right",1996-05-23,20,"High / Medium",70
"7549",7549,"Kai Havertz","Germany",2016-08-12,2019,67,186,"Left",1999-06-11,17,"Medium / Medium",77
"7550",7550,"Nicolás Milesi","Uruguay",2016-08-07,2018,67,183,"Right",1992-11-10,24,"Medium / High",75
"7551",7551,"Kévin Fortuné","France",2016-06-01,2019,67,182,"Right",1989-08-06,27,"Medium / Medium",80
"7552",7552,"Iban Salvador","Equatorial Guinea",2016-07-20,2019,67,173,"Left",1995-12-11,21,"Medium / Medium",72
"7553",7553,"Djamel Eddine Benlamri","Algeria",2016-07-01,2018,69,185,"Right",1989-12-25,27,"Medium / Medium",83
"7554",7554,"Umut Sönmez","Azerbaijan",2016-07-01,2018,67,184,"Right",1993-06-20,23,"High / Medium",79
"7555",7555,"Ismaïla Sarr","Senegal",2016-07-13,2021,67,185,"Right",1998-02-25,18,"High / Low",73
"7556",7556,"Rodrigo Pastorini","Uruguay",2016-07-02,2018,67,186,"Right",1990-03-04,26,"Medium / Medium",77
"7557",7557,"Carlos Rodríguez","Uruguay",2016-07-04,2017,67,186,"Right",1990-04-07,26,"Medium / Medium",88
"7558",7558,"Issam Jebali","Tunisia",2016-07-18,2019,67,186,"Right",1991-12-25,25,"Medium / Medium",84
"7559",7559,"Luca Mora","Italy",2015-07-17,2018,67,183,"Left",1988-05-10,28,"Medium / Medium",79
"7560",7560,"Fran Rodríguez","Spain",2016-07-11,2019,67,175,"Right",1995-05-22,21,"High / Medium",68
"7561",7561,"Filip Stojkovic","Montenegro",2016-07-09,2021,67,180,"Right",1993-01-22,23,"High / Medium",76
"7562",7562,"Sergio Díaz","Paraguay",2016-07-01,2021,67,170,"Right",1998-03-05,18,"Medium / Medium",70
"7563",7563,"Athanasios Androutsos","Greece",2016-07-01,2018,67,182,"Right",1997-05-06,19,"High / High",75
"7564",7564,"Lovro Medic","Croatia",2016-07-01,2019,67,189,"Right",1990-10-23,26,"Medium / Medium",77
"7565",7565,"Aleksandar Sedlar","Serbia",2016-06-15,2019,67,178,"Right",1991-12-13,25,"Medium / High",79
"7566",7566,"Nuru Suley","Ghana",2015-07-08,2018,67,185,"Right",1992-07-11,24,"Medium / High",78
"7567",7567,"Jean Cleber","Brazil",2016-07-01,2019,67,180,"Right",1990-04-29,26,"Medium / High",80
"7568",7568,"Goran Karacic","Bosnia Herzegovina",2016-07-21,2020,67,195,"Right",1996-08-18,20,"Medium / Medium",86
"7569",7569,"Wouter Van Der Steen","Netherlands",2016-07-01,2018,67,187,"Right",1990-06-03,26,"Medium / Medium",84
"7570",7570,"Jonathan Ikoné","France",2016-06-11,2019,67,175,"Left",1998-05-02,18,"High / Medium",67
"7571",7571,"Oualid El Hajjam","Morocco",2013-05-31,2020,67,181,"Right",1991-02-19,25,"Medium / Medium",73
"7572",7572,"Haydar Yilmaz","Turkey",2014-08-27,2017,67,188,"Right",1984-01-01,33,"Medium / Medium",86
"7573",7573,"Cebio Soukou","Germany",2016-01-01,2018,67,184,"Right",1992-10-02,24,"Medium / Medium",82
"7574",7574,"Simon Skarlatidis","Germany",2015-07-01,2017,67,171,"Right",1991-06-06,25,"Medium / Medium",71
"7575",7575,"Mario Kvesic","Bosnia Herzegovina",2015-08-08,2019,67,175,"Right",1992-01-12,24,"Medium / Medium",72
"7576",7576,"Mohamed Djetei","Cameroon",2016-07-04,2020,67,185,"Right",1994-08-18,22,"Medium / Medium",73
"7577",7577,"Barnabás Bese","Hungary",2016-08-20,2020,67,188,"Right",1994-05-06,22,"Medium / Medium",84
"7578",7578,"Lluis López","Spain",2015-07-01,2017,67,182,"Left",1997-03-05,19,"Low / Medium",79
"7579",7579,"Edson Meneira","Brazil",2016-01-01,2020,67,182,"Right",1988-02-29,28,"Medium / Medium",80
"7580",7580,"Jonaldo Santoso","Brazil",2016-01-01,2020,67,186,"Left",1992-02-29,24,"Medium / Medium",80
"7581",7581,"Diogo Dalinho","Brazil",2016-01-01,2020,67,190,"Right",1992-02-29,24,"Medium / Medium",84
"7582",7582,"Welliton Helmes","Brazil",2016-01-01,2020,67,172,"Right",1988-02-29,28,"Medium / Medium",69
"7583",7583,"Victor Bereitta","Brazil",2016-01-01,2020,67,178,"Left",1988-02-29,28,"Medium / Medium",71
"7584",7584,"Zubeldia","Spain",2015-07-01,2021,67,185,"Right",1997-03-30,19,"Medium / Medium",75
"7585",7585,"Alexander Isak","Sweden",2017-01-23,2019,67,190,"Right",1999-09-21,17,"Medium / Medium",70
"7586",7586,"Riccardo Orsolini","Italy",2017-01-31,2021,67,183,"Left",1997-01-24,19,"High / Medium",75
"7587",7587,"Jang Ho Ik","Korea Republic",2016-01-01,2020,67,173,"Right",1993-12-04,23,"Medium / Medium",68
"7588",7588,"Rasmus Nissen Kristensen","Denmark",2016-08-01,2021,67,176,"Right",1997-07-11,19,"High / Medium",70
